mass,coord_x,coord_y,coord_z,velocity_x,velocity_y,velocity_z
0.6665937,-0.7356183,-0.5105128,0.6219033,-0.2136679,-0.0932188,0.6679702
-0.2930332,0.2928460,-0.1553468,0.2910374,0.8657628,0.0118310,0.5260180
0.1863582,-0.8033752,-0.4961540,-0.9223359,-0.6843095,0.0073951,-0.2836816
-0.1379997,-0.8747198,0.3359999,-1.3350486,-0.0910197,-0.4630159,-0.7484810
0.4166304,-0.3605139,-1.1085941,-0.2312051,0.0071359,-0.3816656,-0.6288583
0.7934680,0.2176556,-1.0219630,-0.2353334,-0.6149199,-0.1221507,0.5284630
-0.7491571,0.6039088,0.3317962,0.7655542,-0.5715405,0.5546300,0.6567065
-0.2558500,-0.5715667,-0.1567094,0.9288201,-0.2671835,0.9405321,0.6453416
0.6417968,-0.4657669,1.3864107,-0.3707471,0.1134350,0.9790980,-0.8583487
-0.8794291,-0.8412937,-0.7112549,0.6212758,-0.8774521,-0.4480951,-0.5855264
-0.4923720,0.5894707,0.9416463,-0.6436934,0.3194344,-0.0025823,-0.8043279
0.7478939,-0.3909150,0.4650797,-0.9588593,0.1140730,-0.7745965,-0.9018058
0.8468895,-1.0123388,1.0637344,0.2622438,-0.3565481,0.6403964,-0.4528865
0.7568870,0.2279574,-0.2104560,1.2732080,-0.7830734,0.2015579,0.7914968
-0.6605255,0.8450720,-1.2195771,0.1498892,0.1832168,-0.8510931,0.6055734
-0.4973488,0.4955111,1.1280578,-0.8781592,0.6983726,0.6536242,-0.2574110
-0.1875544,0.4015083,-0.3670570,-0.7666538,-0.9550368,-0.4156810,-0.8519785
-0.3115849,-0.3531795,-0.1129151,-0.8933179,0.8442096,0.3838998,-0.6772401
-0.9388638,-0.7450828,-1.2256320,-0.4755335,-0.6610796,-0.6797731,0.2477132
0.5221372,-0.2231363,-0.3194477,-1.3375425,0.6154586,-0.3454678,-0.7246665
0.3138312,-1.0982519,0.4472755,-0.9809161,-0.8128161,0.8587056,-0.2143880
-0.7678529,-0.7231055,0.2480178,0.1034944,-0.3322600,0.6287686,0.3658643
-0.4880505,0.3117317,1.0900638,-0.4400661,0.5981262,0.8028806,-0.0263036
0.9370465,-1.0807719,-0.7412421,0.7011696,-0.4077585,0.0746962,0.4839721
